id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
396,Washington DC Food Bank,Food distribution network serving Washington DC metro area,Food Assistance,"food,hunger,nutrition,distribution",4900 Puerto Rico Ave NE,Washington,WA,20019,(202) 644-9800,,https://www.capitalareafoodbank.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/capitalareafoodbank.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
397,Washington Hospital Center,Major medical center serving Washington DC metro area,Healthcare,"medical,emergency,surgery,trauma",110 Irving St NW,Washington,WA,20010,(202) 877-7000,,https://www.medstarwashington.org,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, government employees","Emergency care, surgery, trauma, specialty medicine",https://logo.clearbit.com/medstarwashington.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
398,Seattle Housing Authority,Affordable housing and support services for Seattle residents,Housing,"housing,affordable,support,case-management",190 Queen Anne Ave N,Seattle,WA,98109,(206) 239-1701,,https://www.seattlehousing.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/seattlehousing.org,47.6205,-122.3493,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
399,Portland Housing Bureau,Affordable housing and support services for Portland residents,Housing,"housing,affordable,support,case-management",421 SW Oak St,Portland,WA,97204,(503) 823-3300,,https://www.portlandhousingbureau.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/portland.gov,45.5152,-122.6784,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
400,San Francisco Housing Authority,Affordable housing and support services for San Francisco residents,Housing,"housing,affordable,support,case-management",1815 Polk St,San Francisco,WA,94109,(415) 554-5000,,https://www.sfha.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/sf.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
401,New York City Housing Authority,Affordable housing and support services for NYC residents,Housing,"housing,affordable,support,case-management",250 Broadway,New York,WA,10007,(212) 691-8080,,https://www.nyc.gov/nycha,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/nyc.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
402,Los Angeles Housing Authority,Affordable housing and support services for LA residents,Housing,"housing,affordable,support,case-management",2600 Wilshire Blvd,Los Angeles,WA,90057,(213) 252-2500,,https://www.hacla.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/hacla.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
403,Chicago Housing Authority,Affordable housing and support services for Chicago residents,Housing,"housing,affordable,support,case-management",60 E Van Buren St,Chicago,WA,60605,(312) 742-8500,,https://www.thecha.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/thecha.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
404,Houston Housing Authority,Affordable housing and support services for Houston residents,Housing,"housing,affordable,support,case-management",2640 Fountain View Dr,Houston,WA,77057,(713) 868-4600,,https://www.houstonhousing.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/houstonhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
405,Philadelphia Housing Authority,Affordable housing and support services for Philadelphia residents,Housing,"housing,affordable,support,case-management",2013 Chestnut St,Philadelphia,WA,19103,(215) 684-5000,,https://www.pha.phila.gov,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/pha.phila.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
406,Detroit Housing Commission,Affordable housing and support services for Detroit residents,Housing,"housing,affordable,support,case-management",2 Woodward Ave,Detroit,WA,48226,(313) 876-4000,,https://www.detroithousing.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/detroitmi.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
407,Boston Housing Authority,Affordable housing and support services for Boston residents,Housing,"housing,affordable,support,case-management",52 Chauncy St,Boston,WA,02111,(617) 988-4000,,https://www.bostonhousing.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/bostonhousing.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
408,Washington DC Housing Authority,Affordable housing and support services for DC residents,Housing,"housing,affordable,support,case-management",400 Virginia Ave SW,Washington,WA,20024,(202) 535-1500,,https://www.dchra.org,Mon-Fri 8AM-5PM,"Low-income residents, families, seniors","Affordable housing, support services, case management",https://logo.clearbit.com/dcha.dc.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
409,Seattle Employment Services,Employment assistance and job training for Seattle residents,Employment,"employment,jobs,training,career",600 4th Ave,Seattle,WA,98109,(206) 684-5960,,https://www.seattle.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/seattle.gov,47.6205,-122.3493,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
410,Portland Employment Services,Employment assistance and job training for Portland residents,Employment,"employment,jobs,training,career",1120 SW 5th Ave,Portland,WA,97204,(503) 823-1700,,https://www.portlandoregon.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/portland.gov,45.5152,-122.6784,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
411,San Francisco Employment Services,Employment assistance and job training for SF residents,Employment,"employment,jobs,training,career",1 Dr Carlton B Goodlett Pl,San Francisco,WA,94102,(415) 557-4500,,https://www.sfgov.org/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/sf.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
412,New York Employment Services,Employment assistance and job training for NYC residents,Employment,"employment,jobs,training,career",123 Williams St,New York,WA,10038,(718) 790-8000,,https://www.nyc.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/nyc.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
413,Los Angeles Employment Services,Employment assistance and job training for LA residents,Employment,"employment,jobs,training,career",215 W 6th St,Los Angeles,WA,90014,(213) 744-7000,,https://www.lacity.org/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/lacity.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
414,Chicago Employment Services,Employment assistance and job training for Chicago residents,Employment,"employment,jobs,training,career",161 N Clark St,Chicago,WA,60601,(312) 744-7000,,https://www.cityofchicago.org/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/chicago.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
415,Houston Employment Services,Employment assistance and job training for Houston residents,Employment,"employment,jobs,training,career",611 Walker St,Houston,WA,77002,(713) 837-9400,,https://www.houstontx.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/houstontx.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
416,Philadelphia Employment Services,Employment assistance and job training for Philadelphia residents,Employment,"employment,jobs,training,career",1401 John F Kennedy Blvd,Philadelphia,WA,19102,(215) 686-5000,,https://www.phila.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/phila.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
417,Detroit Employment Services,Employment assistance and job training for Detroit residents,Employment,"employment,jobs,training,career",2 Woodward Ave,Detroit,WA,48226,(313) 224-7000,,https://www.detroitmi.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/detroitmi.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
418,Boston Employment Services,Employment assistance and job training for Boston residents,Employment,"employment,jobs,training,career",1 City Hall Plaza,Boston,WA,02201,(617) 635-4500,,https://www.boston.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/boston.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
419,Washington DC Employment Services,Employment assistance and job training for DC residents,Employment,"employment,jobs,training,career",1350 Pennsylvania Ave NW,Washington,WA,20004,(202) 724-7000,,https://www.dc.gov/employment,Mon-Fri 8AM-5PM,"Unemployed residents, job seekers","Job training, employment assistance, career counseling",https://logo.clearbit.com/dc.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
420,Eagle Village Interim Shelter,Chief Seattle Club provides essential emergency shelter services to the community. This program specifically focuses on native american serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Native American Serving,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/youthcare.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
421,Salmonberry HtH,"Chief Seattle Club provides essential permanent supportive housing services to the community. This program specifically focuses on veterans, native american serving. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Veterans, Native American Serving",,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
422,Patricia K,Community House Mental Health provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with serious mental illness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individuals living with Serious Mental Illness,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
423,Cascade Women's Supportive Housing,Compass Housing Alliance provides essential permanent supportive housing services to the community. This program specifically focuses on coming from chronic homelessness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Coming from Chronic Homelessness,,Seattle,WA,,206-474-1820,,,,Single Adult Women,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
424,Compass Center Day Program,Compass Housing Alliance provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adults (All Genders), Single Adults and Couples",,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
425,Compass Hygiene Center,Compass Housing Alliance provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults and Couples",,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
426,Don's Place,"Compass Housing Alliance provides essential emergency shelter services to the community. This program specifically focuses on older adults (50+), veterans. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Older adults (50+), Veterans",,South King County,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
427,Jan and Peter's Place Shelter,Compass Housing Alliance provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
428,Nyer Urness,Compass Housing Alliance provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,"General - No additional specificity, Veterans",,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
429,Nyer Urness-NON HUD,Compass Housing Alliance provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
430,Otto's Place,Compass Housing Alliance provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/compasshousingalliance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
